year,month,sst,ssh,ild,BV,CUTI,BEUTI
2016,10,19.059,0.11014,11.897,0.010753,0.508,0.167
2016,11,17.92,0.13848,18.168,0.010104,0.34233,0.14033
2016,12,15.595,0.090597,26.662,0.00882,0.30367,0.40267
2017,1,14.957,0.10791,33.79,0.0087411,0.16,0.35767
2017,2,14.808,0.074407,30.81,0.0089509,0.32367,0.90133
2017,3,15.175,0.063702,15.847,0.008998,0.47033,1.8597
2017,4,15.357,0.079108,12.95,0.0089151,0.77033,4.916
2017,5,16.064,0.038946,8.7835,0.0087958,0.73433,4.7693
2017,6,17.107,0.052267,7.6688,0.0091237,0.693,4.0863
2017,7,19.59,0.12506,4.5996,0.0098213,0.366,1.2003
2017,8,20.036,0.13135,7.0967,0.010605,0.56867,0.58
2017,9,20.237,0.12395,7.1068,0.010878,0.49167,0.315
2017,10,19.427,0.10967,10.886,0.010999,0.34267,0.12933
2017,11,18.039,0.099022,17.44,0.010058,0.35633,0.121
2017,12,16.552,0.084851,23.673,0.0090888,0.12,0.049667
2018,1,16.005,0.11475,26.408,0.0089042,0.37767,0.469
2018,2,15.591,0.084465,24.59,0.008732,0.365,0.97867
2018,3,14.835,0.07798,24.476,0.0081708,0.42333,1.626
2018,4,14.824,0.032331,17.237,0.0080467,0.872,5.423
2018,5,15.57,0.051873,12.809,0.0079921,0.87333,4.7753
2018,6,17.359,0.089651,9.2558,0.0090093,0.662,2.9607
2018,7,19.762,0.098012,5.0946,0.0095931,0.37967,1.4637
2018,8,21.674,0.17294,5.8781,0.010963,0.55033,0.35967
2018,9,20.003,0.13599,10.584,0.010463,0.57533,0.18233
2018,10,19.385,0.11267,13.236,0.01035,0.235,0.051
2018,11,18.681,0.13163,18.107,0.0098713,0.19033,0.030333
2018,12,16.756,0.13582,25.923,0.0089524,0.47067,0.305
2019,1,15.561,0.13584,30.877,0.0083313,0.12433,0.12833
2019,2,14.992,0.095759,38.551,0.0081044,0.41133,1.143
2019,3,14.73,0.05489,27.517,0.008255,0.46867,1.9027
2019,4,15.472,0.049016,13.97,0.0086625,0.56867,2.401
2019,5,16.076,0.055263,12.286,0.0089364,0.72433,2.3133
2019,6,17.367,0.073211,7.7724,0.0093665,0.41933,1.281
2019,7,18.416,0.10281,7.4554,0.0095861,0.652,1.8333
